0	8.5147758
1	9.3853339
2	5.0740239
3	5.0740239
4	7.0902531
5	7.0902531
6	13.040214
7	13.040214
8	8.9173532
9	12.307937
10	12.184263
11	12.415524
12	12.415524
13	12.415524
14	13.392768
15	13.392768
16	13.975619
17	13.975619
18	13.300642
19	13.241573
20	13.009399
21	14.865889
22	13.840692
23	13.840692
24	13.840692
25	14.148345
26	10.423623
27	10.423623
28	10.423623
29	10.423623
30	9.27115
31	13.69547
32	13.69547
33	13.860954
34	14.584158
35	13.394712
36	14.782005
37	10.676175
38	10.676175
39	13.616061
40	14.511842
41	14.511842
42	14.511842
43	14.511842
44	14.511842
45	14.511842
46	13.483036
47	14.447684
48	14.377935
49	14.377935
50	14.377935
51	11.531481
52	11.531481
53	14.732992
54	13.651102
55	13.651102
56	13.651102
57	12.596128
58	12.596128
59	12.596128
60	14.161727
61	14.161727
62	13.99555
63	13.478982
64	13.478982
65	13.89829
66	13.89829
67	13.89829
68	13.89829
69	13.89829
70	13.551825
71	13.551825
72	12.337172
73	12.337172
74	12.337172
75	13.666388
76	14.43536
77	14.43536
78	12.46667
79	7.9244698
80	14.867804
81	14.867804
82	14.867804
83	14.867804
84	14.955703
85	11.992689
86	11.992689
87	11.992689
88	11.992689
89	11.992689
90	11.992689
91	11.992689
92	11.992689
93	7.4683304
94	7.4683304
95	10.05449
96	8.8384859
97	8.8384859
98	9.7879696
99	11.346797
100	12.87122
101	12.87122
102	12.356078
103	12.88476
104	13.400867
105	13.400867
106	14.849703
107	13.191855
108	14.765389
109	14.765389
110	13.236572
111	13.236572
112	14.782428
113	14.709397
114	12.530744
115	12.451943
116	12.451943
117	9.9590848
118	13.552725
119	13.826266
120	12.593912
121	12.593912
122	9.5099625
123	9.8502517
124	9.8502517
125	12.592765
126	12.592765
127	12.592765
128	12.592765
129	12.702948
130	12.702948
131	12.702948
132	12.702948
133	12.702948
134	12.702948
135	12.702948
136	11.63774
137	12.29401
138	10.600426
139	10.600426
140	10.600426
141	13.611296
142	13.611296
143	13.611296
144	13.611296
145	11.489525
146	14.472445
147	13.369167
148	13.369167
149	14.314651
150	14.314651
151	14.314651
152	10.30282
153	10.30282
154	9.1278471
155	8.0550844
156	8.0550844
157	7.4929939
158	7.4929939
159	7.4929939
160	7.5153908
161	13.615804
162	13.615804
163	13.960531
164	13.960531
165	13.960531
166	12.639605
167	12.639605
168	6.9573379
169	10.530783
170	10.530783
171	10.530783
172	10.530783
173	8.6008979
174	8.6008979
175	12.267758
176	12.267758
177	8.1612767
178	12.440015
179	12.440015
180	9.583706
181	9.583706
182	9.583706
183	9.583706
184	9.583706
185	9.583706
186	9.583706
187	6.6497029
188	2.3656219
189	2.3656219
190	2.3656219
191	0.40399116
192	-3.4367195
193	-3.4367195
194	-3.4367195
195	-3.4367195
196	6.0371622
197	6.0371622
198	12.120015
199	12.120015
200	12.160677
201	12.793226
202	12.793226
203	12.771937
204	13.436673
205	13.436673
206	13.436673
207	13.488444
208	13.488444
209	14.188693
210	14.327694
211	14.327694
212	13.860583
213	13.860583
214	13.860583
215	13.860583
216	13.860583
217	14.583167
218	14.583167
219	14.583167
220	14.583167
221	13.148069
222	13.148069
223	14.904041
224	14.904041
225	14.904041
226	12.399465
227	14.174424
228	14.174424
229	14.454262
230	12.267155
231	11.889717
232	11.888951
233	14.281358
234	14.281358
235	14.281358
236	14.281358
237	14.507615
238	14.507615
239	13.417696
240	13.417696
241	13.417696
242	14.3592
243	10.986172
244	14.739524
245	14.414007
246	13.905594
247	13.905594
248	13.905594
249	14.60983
250	14.093408
251	13.730622
252	13.730622
253	14.405701
254	12.712378
255	7.6894652
256	7.4717959
257	7.4717959
258	7.4717959
259	7.4717959
260	7.4717959
261	7.4717959
262	12.71081
263	14.25207
264	14.04497
265	14.04497
266	14.820432
267	14.820432
268	13.971113
269	14.05071
270	14.05071
271	14.05071
272	14.05071
273	14.05071
274	12.801714
275	12.259547
276	14.746597
277	14.746597
278	14.746597
279	14.746597
280	14.746597
281	14.501249
282	14.501249
283	12.002778
284	14.647263
285	13.504225
286	13.504225
287	13.504225
288	8.9412102
289	4.9794143
290	8.3180169
291	8.3180169
292	8.3180169
293	11.520086
294	13.257137
295	9.7439643
296	8.5357954
297	8.5357954
298	13.990107
299	13.990107
300	14.100879
301	14.464716
302	14.464716
303	13.95209
304	13.714635
305	13.714635
306	7.0020294
307	7.0020294
308	7.0020294
309	13.482424
310	14.867644
311	14.867644
312	13.456501
313	8.2874469
314	12.996311
315	14.950983
316	13.77278
317	14.228904
318	14.635401
319	14.793239
320	11.677499
321	11.677499
322	11.677499
323	11.677499
324	4.7856242
325	4.7856242
326	4.7856242
327	4.7856242
328	4.7856242
329	6.1420652
330	12.671928
331	11.262107
332	11.262107
333	11.262107
334	11.747944
335	11.545189
336	13.057046
337	13.057046
338	13.057046
339	12.861717
340	12.861717
341	12.861717
342	12.866148
343	12.866148
344	13.46985
345	14.059046
346	11.917033
347	13.218274
348	11.419522
349	10.438241
350	10.438241
351	10.438241
352	12.217303
353	12.217303
354	11.817204
355	9.7232131
356	11.752508
357	9.52443
358	13.474201
359	13.474201
360	14.374764
361	14.04393
362	14.04393
363	8.7653727
364	5.7076287
365	6.5440045
366	13.176724
367	13.494391
368	13.494391
369	13.494391
370	13.478176
371	13.478176
372	13.55419
373	14.47234
374	14.47234
375	14.47234
376	11.461169
377	7.9402164
378	7.9402164
379	12.818227
380	10.08796
381	9.8168584
382	13.453515
383	14.555474
384	14.555474
385	14.37263
386	14.37263
387	14.37263
388	12.830738
389	12.830738
390	12.830738
391	12.999084
392	12.999084
393	13.95034
394	14.217155
395	14.217155
396	13.105594
397	8.3238621
398	11.058977
399	11.445564
400	12.419781
401	12.419781
402	12.263653
403	14.263198
404	14.263198
405	14.263198
406	14.762408
407	14.762408
408	14.762408
409	14.762408
410	14.762408
411	14.762408
412	14.762408
413	13.048551
414	13.048551
415	13.048551
416	13.048551
417	14.058143
418	14.058143
419	14.058143
420	14.058143
421	14.058143
422	14.84201
423	12.672709
424	13.139555
425	13.139555
426	14.9613
427	10.17458
428	13.310635
429	12.957703
430	12.957703
431	12.957703
432	13.494211
433	13.494211
434	13.494211
435	13.494211
436	13.494211
437	9.9016959
438	13.638543
439	13.638543
440	13.638543
441	14.651961
442	14.651961
443	14.651961
444	12.854666
445	14.26574
446	14.26574
